,area_type,availability,location,size,total_sqft,bath,price,bhk,price_per_sqft
8144,Super built-up  Area,18-Apr,Uttarahalli,3 BHK,1280.0,2.0,60.0,3,4687.5
8146,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1190.0,2.0,53.55,2,4500.0
8147,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
8148,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1560.0,3.0,74.0,3,4743.589743589743
8150,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
8151,Super built-up  Area,18-Oct,Uttarahalli,3 BHK,1320.0,2.0,55.44,3,4200.0
8153,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2.0,40.6,2,3500.0
8156,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1065.0,2.0,42.59,2,3999.06103286385
8157,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
8158,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
8161,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683127
8163,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
8166,Super built-up  Area,19-Jul,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
8167,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
8168,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,40.0,2,3720.9302325581393
8170,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2.0,40.43,2,3500.4329004329006
8172,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
8173,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,47.65,2,4235.555555555556
8174,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1300.0,2.0,55.0,2,4230.7692307692305
8175,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
8176,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,980.0,2.0,45.0,2,4591.836734693878
8177,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
8182,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
8185,Super built-up  Area,18-May,Uttarahalli,3 BHK,1525.0,2.0,62.82,3,4119.3442622950815
8186,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1265.0,2.0,65.0,3,5138.339920948617
8189,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1213.0,2.0,48.0,2,3957.131079967024
8191,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
8192,Super built-up  Area,18-Aug,Uttarahalli,2 BHK,1065.0,2.0,42.6,2,4000.0
8195,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
8196,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
8197,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
8198,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1107.0,2.0,45.0,2,4065.040650406504
8199,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
8201,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205.479452054795
8202,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1500.0,3.0,68.0,3,4533.333333333333
8203,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1120.0,2.0,50.0,2,4464.285714285715
8204,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,46.0,2,4000.0
8205,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360.902255639097
8207,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
8208,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
8210,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
8211,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
8213,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200.0
8214,Super built-up  Area,17-Apr,Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471.552555448409
8216,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950.0
8217,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,1.0,45.0,2,4000.0
8218,Super built-up  Area,18-Mar,Uttarahalli,3 BHK,1308.0,2.0,53.0,3,4051.987767584098
8219,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2.0,40.58,2,3498.2758620689656
8220,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1123.0,2.0,60.0,2,5342.831700801425
8222,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,35.0,2,3500.0
8223,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
8224,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
8225,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1165.0,1.0,42.09,2,3612.8755364806866
8226,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
8227,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1284.0,2.0,53.36,2,4155.763239875389
8228,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,45.99,2,3999.1304347826085
8230,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
8231,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1328.0,2.0,56.0,3,4216.8674698795185
8232,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1040.0,2.0,36.4,2,3500.0
8233,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
8235,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
8236,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
8237,Built-up  Area,Ready To Move,Varthur,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
8238,Super built-up  Area,Ready To Move,Varthur,2 BHK,1091.0,2.0,34.9,2,3198.9000916590285
8239,Super built-up  Area,17-Mar,Varthur,2 BHK,1385.0,2.0,80.0,2,5776.173285198556
8240,Plot  Area,Ready To Move,Varthur,1 Bedroom,1000.0,1.0,70.0,1,7000.0
8241,Super built-up  Area,20-Dec,Varthur,3 BHK,1535.0,3.0,65.99,3,4299.022801302931
8242,Built-up  Area,Ready To Move,Varthur,2 BHK,1024.0,2.0,42.0,2,4101.5625
8243,Super built-up  Area,Ready To Move,Varthur,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
8244,Super built-up  Area,Ready To Move,Varthur,2 BHK,1012.0,2.0,66.5,2,6571.146245059289
8245,Plot  Area,Ready To Move,Varthur,4 Bedroom,1320.0,2.0,110.0,4,8333.333333333334
8246,Super built-up  Area,Ready To Move,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
8247,Super built-up  Area,Ready To Move,Varthur,3 BHK,2145.0,3.0,175.0,3,8158.508158508159
8248,Super built-up  Area,20-Dec,Varthur,2 BHK,1055.0,2.0,45.35,2,4298.578199052133
8249,Super built-up  Area,Ready To Move,Varthur,2 BHK,1280.0,2.0,65.0,2,5078.125
8250,Super built-up  Area,Ready To Move,Varthur,2 BHK,977.0,2.0,36.0,2,3684.74923234391
8251,Super built-up  Area,Ready To Move,Varthur,2 BHK,1091.0,2.0,32.0,2,2933.0889092575617
8252,Super built-up  Area,Ready To Move,Varthur,3 BHK,1250.0,3.0,71.0,3,5680.0
8253,Plot  Area,Ready To Move,Varthur,3 Bedroom,1200.0,2.0,98.0,3,8166.666666666667
8254,Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
8256,Super built-up  Area,Ready To Move,Varthur,2 BHK,1111.0,2.0,41.88,2,3769.57695769577
8257,Super built-up  Area,18-Mar,Varthur,2 BHK,1097.0,2.0,33.82,2,3082.9535095715587
8258,Plot  Area,17-Nov,Varthur,4 Bedroom,4500.0,5.0,300.0,4,6666.666666666667
8259,Super built-up  Area,Ready To Move,Varthur,2 BHK,1140.0,2.0,55.5,2,4868.421052631579
8260,Super built-up  Area,18-May,Varthur,2 BHK,1012.0,2.0,59.0,2,5830.0395256917
8261,Plot  Area,18-May,Varthur,4 Bedroom,1600.0,4.0,112.0,4,7000.0
8262,Super built-up  Area,Ready To Move,Varthur,2 BHK,1140.0,2.0,39.9,2,3500.0
8263,Super built-up  Area,Ready To Move,Varthur,2 BHK,1090.0,2.0,48.0,2,4403.6697247706425
8264,Super built-up  Area,Ready To Move,Varthur,3 BHK,1450.0,3.0,71.0,3,4896.551724137931
8265,Built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2.0,60.0,2,4958.677685950413
8266,Super built-up  Area,20-Dec,Varthur,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
8267,Super built-up  Area,Ready To Move,Varthur,3 BHK,1360.0,2.0,85.0,3,6250.0
8268,Built-up  Area,Ready To Move,Varthur,2 BHK,1083.0,2.0,28.0,2,2585.410895660203
8269,Super built-up  Area,Ready To Move,Varthur,2 BHK,965.0,2.0,34.0,2,3523.316062176166
8270,Super built-up  Area,18-Apr,Varthur,2 BHK,1120.0,2.0,44.24,2,3950.0
8271,Super built-up  Area,Ready To Move,Varthur,3 BHK,2145.0,3.0,165.0,3,7692.307692307692
8272,Super built-up  Area,Ready To Move,Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
8273,Super built-up  Area,18-Feb,Varthur,2 BHK,1085.0,2.0,45.0,2,4147.465437788019
8274,Super built-up  Area,Ready To Move,Varthur,2 BHK,1250.0,2.0,47.0,2,3760.0
8275,Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3.0,68.38,3,5698.333333333333
8277,Built-up  Area,18-Apr,Varthur,2 BHK,1155.0,2.0,60.0,2,5194.805194805195
8278,Super built-up  Area,Ready To Move,Varthur,2 BHK,1035.0,2.0,60.0,2,5797.101449275362
8279,Super built-up  Area,Ready To Move,Varthur,2 BHK,1100.0,2.0,72.0,2,6545.454545454545
8280,Super built-up  Area,Ready To Move,Varthur,2 BHK,1091.0,2.0,33.82,2,3099.908340971586
8281,Super built-up  Area,Ready To Move,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
8282,Super built-up  Area,18-Jan,Varthur,2 BHK,1180.0,2.0,55.0,2,4661.016949152542
8284,Super built-up  Area,Ready To Move,Varthur,2 BHK,1738.0,2.0,57.35,2,3299.7698504027617
8285,Super built-up  Area,Ready To Move,Varthur,2 BHK,986.0,2.0,30.0,2,3042.5963488843813
8286,Super built-up  Area,20-Dec,Varthur,2 BHK,1045.0,2.0,40.65,2,3889.9521531100477
8287,Super built-up  Area,Ready To Move,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
8288,Super built-up  Area,18-Dec,Varthur,2 BHK,674.0,1.0,19.9,2,2952.522255192878
8289,Super built-up  Area,20-Dec,Varthur,3 BHK,1615.0,3.0,69.43,3,4299.071207430341
8290,Super built-up  Area,18-Sep,Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
8292,Super built-up  Area,17-Dec,Varthur,2 BHK,1402.0,2.0,95.0,2,6776.034236804565
8293,Super built-up  Area,Ready To Move,Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
8294,Super built-up  Area,Ready To Move,Varthur,3 BHK,2145.0,3.0,170.0,3,7925.407925407925
8295,Super built-up  Area,Ready To Move,Varthur,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
8296,Super built-up  Area,18-Jul,Varthur,2 BHK,1760.0,2.0,85.0,2,4829.545454545455
8297,Super built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
8298,Super built-up  Area,Ready To Move,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
8299,Super built-up  Area,Ready To Move,Varthur,2 BHK,986.0,2.0,31.0,2,3144.0162271805275
8301,Super built-up  Area,18-May,Varthur,2 BHK,1000.0,1.0,65.0,2,6500.0
8302,Super built-up  Area,Ready To Move,Varthur,3 BHK,2160.0,3.0,170.0,3,7870.37037037037
8303,Super built-up  Area,20-Dec,Varthur,3 BHK,1665.0,3.0,71.58,3,4299.0990990990995
8304,Super built-up  Area,Ready To Move,Varthur Road,2 BHK,1083.0,2.0,61.75,2,5701.754385964912
8305,Plot  Area,18-Nov,Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,5615.942028985507
8306,Super built-up  Area,19-Dec,Varthur Road,2 BHK,900.0,2.0,27.0,2,3000.0
8307,Super built-up  Area,19-Mar,Varthur Road,3 BHK,1655.0,3.0,115.0,3,6948.640483383686
8308,Plot  Area,Ready To Move,Varthur Road,4 Bedroom,1300.0,3.0,75.0,4,5769.2307692307695
8309,Super built-up  Area,19-Dec,Varthur Road,2 BHK,805.5,2.0,19.33,2,2399.7517070142767
8310,Built-up  Area,Ready To Move,Varthur Road,2 BHK,1277.0,2.0,59.0,2,4620.203602192639
8311,Super built-up  Area,Ready To Move,Varthur Road,3 BHK,1247.0,2.0,58.0,3,4651.162790697675
8312,Super built-up  Area,Ready To Move,Varthur Road,2 BHK,1050.0,2.0,42.7,2,4066.6666666666665
8313,Super built-up  Area,18-Aug,Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203.98406374502
8315,Super built-up  Area,19-Dec,Varthur Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
8316,Super built-up  Area,19-Dec,Varthur Road,1 BHK,552.5,1.0,13.26,1,2400.0
8317,Super built-up  Area,18-Aug,Varthur Road,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
8318,Super built-up  Area,18-Dec,Varthur Road,2 BHK,850.0,2.0,25.4,2,2988.235294117647
8319,Super built-up  Area,Ready To Move,Vasanthapura,3 BHK,1400.0,3.0,60.0,3,4285.714285714285
8320,Built-up  Area,Ready To Move,Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913.894324853229
8321,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
8322,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
8323,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
8324,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1050.0,2.0,47.0,2,4476.190476190476
8325,Built-up  Area,Ready To Move,Vasanthapura,2 BHK,940.0,2.0,40.0,2,4255.31914893617
8326,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1500.0,2.0,65.0,2,4333.333333333333
8327,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
8328,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,978.0,2.0,34.22,2,3498.9775051124743
8329,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
8330,Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
8331,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578.154425612053
8332,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
8333,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500.0
8335,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
8336,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
8337,Super built-up  Area,Ready To Move,Vidyaranyapura,9 BHK,4700.0,10.0,130.0,9,2765.9574468085107
8338,Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1440.0,2.0,70.0,3,4861.111111111111
8339,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
8340,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500.0
8342,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250.0
8343,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,4232.804232804233
8344,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
8345,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1200.0,2.0,65.0,3,5416.666666666667
8346,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
8347,Plot  Area,Ready To Move,Vidyaranyapura,5 Bedroom,2640.0,6.0,225.0,5,8522.727272727272
8348,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1175.0,2.0,35.0,2,2978.723404255319
8349,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
8350,Super built-up  Area,18-May,Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,4208.754208754209
8351,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
8352,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
8353,Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,2400.0,5.0,135.0,4,5625.0
8354,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2.0,41.0,2,3727.2727272727275
8355,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2.0,60.5,2,5041.666666666667
8356,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2.0,42.0,2,3500.0
8357,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1704.0,3.0,110.0,3,6455.399061032864
8358,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1933.0,3.0,129.0,3,6673.564407656492
8360,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
8361,Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
8362,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
8363,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
8364,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1490.0,3.0,100.0,3,6711.4093959731545
8365,Super built-up  Area,20-Jun,Vijayanagar,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
8366,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739.273927392739
8367,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
8368,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
8369,Built-up  Area,Ready To Move,Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066.734074823054
8370,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
8371,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1749.0,3.0,117.0,3,6689.536878216123
8372,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1046.0,2.0,75.0,2,7170.172084130019
8373,Super built-up  Area,19-Dec,Vijayanagar,1 BHK,606.0,1.0,40.0,1,6600.660066006601
8374,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
8377,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954.545454545455
8378,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,2047.0,3.0,136.0,3,6643.869076697606
8379,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1200.0,2.0,75.0,3,6250.0
8380,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.950764006791
8381,Built-up  Area,Ready To Move,Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208.333333333333
8382,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
8383,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
8384,Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,5208.333333333333
8385,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1180.0,2.0,86.0,2,7288.135593220339
8386,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1046.0,2.0,49.06,2,4690.248565965583
8387,Built-up  Area,Ready To Move,Vijayanagar,1 Bedroom,2400.0,2.0,230.0,1,9583.333333333334
8388,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,492.0,1.0,40.0,1,8130.081300813008
8390,Super built-up  Area,Ready To Move,Vishveshwarya Layout,7 BHK,4000.0,7.0,225.0,7,5625.0
8391,Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,750.0,1.0,30.0,1,4000.0
8392,Built-up  Area,Ready To Move,Vishveshwarya Layout,4 BHK,2000.0,4.0,75.0,4,3750.0
8393,Super built-up  Area,Ready To Move,Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6,4380.952380952381
8394,Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,7000.0,4.0,210.0,4,3000.0
8395,Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,2000.0,3.0,90.0,4,4500.0
8396,Built-up  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,5750.0
8397,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658.5365853658536
8398,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,1235.0,2.0,60.0,2,4858.299595141701
8399,Super built-up  Area,18-May,Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,3040.0
8400,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,770.0,2.0,30.0,2,3896.103896103896
8401,Built-up  Area,Ready To Move,Vishwapriya Layout,5 Bedroom,2800.0,5.0,130.0,5,4642.857142857143
8402,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956.043956043956
8403,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,890.0,2.0,37.0,2,4157.303370786517
8404,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056.980056980057
8405,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
8406,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
8407,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
8408,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
8409,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
8410,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457.463884430176
8412,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
8413,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
8414,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
8415,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
8416,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
8417,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
8418,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1934.0,2.0,90.0,2,4653.567735263702
8419,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,68.8,2,4900.284900284901
8420,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,62.3,2,5000.0
8421,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
8422,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
8423,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
8425,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437.802907915992
8426,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
8428,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
8429,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
8430,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259.0,2.0,67.48,2,5359.809372517871
8431,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
8433,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,69.0,2,5537.720706260032
8434,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
8437,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
8438,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
8439,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
8440,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
8441,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,67.5,2,4807.692307692308
8442,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
8443,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
8447,Built-up  Area,20-Dec,Whitefield,3 BHK,1610.0,3.0,81.0,3,5031.055900621118
8448,Super built-up  Area,20-Sep,Whitefield,2 BHK,1459.0,2.0,94.82,2,6498.971898560658
8451,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4200.0,4.0,420.0,4,10000.0
8454,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
